Farm,Type,Round,Date,Species,Load,Netted on,Plant pollen,Status,Proportion,Weight
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.75,nests,Leucanthemum vulgare,Sown,10,7.5
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.75,nests,Leucanthemum vulgare,Sown,20,15
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,5,5
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,Centaurea nigra,Leucanthemum vulgare,Sown,5,5
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,5,5
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,5,5
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,5,5
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.5,nests,Leucanthemum vulgare,Sown,20,10
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,80,80
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,10,10
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,10,10
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,15,15
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,15,15
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,70,70
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,80,80
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,5,5
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,40,40
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,10,10
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.75,Centaurea nigra,Leucanthemum vulgare,Sown,5,3.75
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,85,85
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,25,25
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,50,50
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,35,35
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.75,nests,Leucanthemum vulgare,Sown,20,15
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,10,10
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,50,50
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,25,25
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,40,40
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Ranunculus repens,Wild,38,38
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,Centaurea nigra,Ranunculus repens,Wild,20,20
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Ranunculus repens,Wild,20,20
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Ranunculus repens,Wild,15,15
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Ranunculus repens,Wild,10,10
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Ranunculus repens,Wild,85,85
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Ranunculus repens,Wild,25,25
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Ranunculus repens,Wild,30,30
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Rubus fruticosus agg.,Wild,10,10
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Rubus fruticosus agg.,Wild,5,5
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,Centaurea nigra,Silene dioica,Sown,20,20
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.5,nests,Sisymbrium officinale,Wild,5,2.5
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.75,nests,Sisymbrium officinale,Wild,100,75
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.75,nests,Sisymbrium officinale,Wild,10,7.5
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Sisymbrium officinale,Wild,98,98
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.5,nests,Sisymbrium officinale,Wild,80,40
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Sisymbrium officinale,Wild,90,90
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Sisymbrium officinale,Wild,100,100
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.75,nests,Sisymbrium officinale,Wild,100,75
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Sisymbrium officinale,Wild,100,100
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Sisymbrium officinale,Wild,10,10
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Sisymbrium officinale,Wild,60,60
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Sisymbrium officinale,Wild,85,85
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Sisymbrium officinale,Wild,100,100
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Sisymbrium officinale,Wild,50,50
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.75,nests,Sisymbrium officinale,Wild,60,45
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Sisymbrium officinale,Wild,90,90
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Sisymbrium officinale,Wild,10,10
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Tripleurospermum inodorum,Wild,2,2
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Tripleurospermum inodorum,Wild,5,5
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Tripleurospermum inodorum,Wild,85,85
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.75,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,98,73.5
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,0.5,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,50
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,nests,Vicia spp,Sown,75,75
Farm2,HLS,Three,27/06/2015,Osmia leaiana,1,Centaurea nigra,Centaurea nigra,Sown,100,100
Farm2,HLS,Four,7/8/2015,Andrena alfkenella,1,Heracleum sphondylium,Daucus carota,Sown,10,10
Farm2,HLS,Four,7/8/2015,Andrena alfkenella,0.75,Daucus carota,Daucus carota,Sown,90,67.5
Farm2,HLS,Four,7/8/2015,Andrena alfkenella,0.75,Daucus carota,Daucus carota,Sown,98,73.5
Farm2,HLS,Four,7/8/2015,Andrena alfkenella,1,Daucus carota,Daucus carota,Sown,96,96
Farm2,HLS,Four,7/8/2015,Andrena alfkenella,1,Heracleum sphondylium,Heracleum sphondylium,Wild,90,90
Farm2,HLS,Four,7/8/2015,Andrena alfkenella,1,Daucus carota,Sisymbrium officinale,Wild,2,2
Farm2,HLS,Four,7/8/2015,Andrena alfkenella,0.75,Daucus carota,Tripleurospermum inodorum,Wild,2,1.5
Farm2,HLS,Four,7/8/2015,Andrena alfkenella,0.75,Daucus carota,Tripleurospermum inodorum,Wild,2,1.5
Farm2,HLS,Four,7/8/2015,Andrena alfkenella,1,Daucus carota,Tripleurospermum inodorum,Wild,2,2
Farm2,HLS,Four,7/8/2015,Andrena alfkenella,0.75,Daucus carota,Veronica persica,Wild,8,6
Farm2,HLS,Four,7/8/2015,Andrena flavipes,0.5,Trifolium hybridum,Centaurea nigra,Sown,5,2.5
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Centaurea nigra,Sown,5,5
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Cirsium vulgare,Cirsium vulgare,Wild,25,25
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Cirsium vulgare,Wild,40,40
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Cirsium vulgare,Cirsium vulgare,Wild,5,5
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Cirsium vulgare,Wild,10,10
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Cirsium vulgare,Helminthotheca echioides,Wild,2,2
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Helminthotheca echioides,Wild,5,5
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Cirsium vulgare,Helminthotheca echioides,Wild,15,15
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Helminthotheca echioides,Wild,5,5
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Heracleum sphondylium,Helminthotheca echioides,Wild,10,10
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Cirsium vulgare,Heracleum sphondylium,Wild,40,40
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Heracleum sphondylium,Heracleum sphondylium,Wild,10,10
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Cirsium vulgare,Phlox spp,Wild,20,20
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Cirsium vulgare,Pulicharia dysenterica,Wild,8,8
Farm2,HLS,Four,7/8/2015,Andrena flavipes,0.5,Trifolium hybridum,Pulicharia dysenterica,Wild,20,10
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Pulicharia dysenterica,Wild,55,55
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Pulicharia dysenterica,Wild,50,50
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Pulicharia dysenterica,Wild,45,45
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Senecio jacobea,Pulicharia dysenterica,Wild,50,50
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Pulicharia dysenterica,Wild,95,95
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Cirsium vulgare,Ranunculus repens,Wild,25,25
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Rubus fruticosus agg.,Wild,50,50
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Rubus fruticosus agg.,Wild,40,40
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Senecio jacobea,Rubus fruticosus agg.,Wild,50,50
Farm2,HLS,Four,7/8/2015,Andrena flavipes,0.5,Trifolium hybridum,Trifolium hybridum,Sown,75,37.5
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Cirsium vulgare,Trifolium hybridum,Sown,60,60
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Heracleum sphondylium,Trifolium hybridum,Sown,80,80
Farm2,HLS,Four,7/8/2015,Lasioglossum calceatum,1,Pulicharia dysenterica,Pulicharia dysenterica,Wild,100,100
Farm2,HLS,Four,7/8/2015,Lasioglossum pauxillum,0.25,Heracleum sphondylium,Heracleum sphondylium,Wild,50,12.5
Farm2,HLS,Four,7/8/2015,Lasioglossum pauxillum,0.5,Pulicharia dysenterica,Heracleum sphondylium,Wild,30,15
Farm2,HLS,Four,7/8/2015,Lasioglossum pauxillum,1,Heracleum sphondylium,Heracleum sphondylium,Wild,100,100
Farm2,HLS,Four,7/8/2015,Lasioglossum pauxillum,0.5,Pulicharia dysenterica,Pulicharia dysenterica,Wild,40,20
Farm2,HLS,Four,7/8/2015,Lasioglossum pauxillum,0.25,Heracleum sphondylium,Rubus fruticosus agg.,Wild,50,12.5
Farm2,HLS,Four,7/8/2015,Lasioglossum pauxillum,0.25,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,25
Farm2,HLS,Four,7/8/2015,Lasioglossum pauxillum,0.5,Pulicharia dysenterica,Tripleurospermum inodorum,Wild,30,15
Farm2,HLS,Four,7/8/2015,Osmia spinulosa,0.25,Helminthotheca echioides,Helminthotheca echioides,Wild,100,25
Farm3,ELS,One,23/04/2015,Andrena bicolor,0.5,Taraxacum agg.,Taraxacum agg.,Wild,100,50
Farm3,ELS,One,23/04/2015,Andrena dorsata,0.0625,Taraxacum agg.,Taraxacum agg.,Wild,100,6.25
Farm3,ELS,One,23/04/2015,Andrena haemorrhoa,0.75,Taraxacum agg.,Taraxacum agg.,Wild,100,75
Farm3,ELS,One,23/04/2015,Lasioglossum malachurum,0.125,Taraxacum agg.,Bellis perennis,Wild,2,0.25
Farm3,ELS,One,23/04/2015,Lasioglossum malachurum,0.5,nests,Bellis perennis,Wild,2,1
Farm3,ELS,One,23/04/2015,Lasioglossum malachurum,0.5,nests,Hyacinthoides non-scripta,Wild,15,7.5
Farm3,ELS,One,23/04/2015,Lasioglossum malachurum,0.125,Taraxacum agg.,Ranunculus repens,Wild,2,0.25
Farm3,ELS,One,23/04/2015,Lasioglossum malachurum,0.125,Taraxacum agg.,Taraxacum agg.,Wild,96,12
Farm3,ELS,One,23/04/2015,Lasioglossum malachurum,0.5,nests,Taraxacum agg.,Wild,83,41.5
Farm3,ELS,One,23/04/2015,Lasioglossum pauxillum,0.0625,Taraxacum agg.,Taraxacum agg.,Wild,100,6.25
Farm3,ELS,Two,16/06/2015,Andrena bicolor,0.5,Tripleurospermum inodorum,Cornus sanguinea,Wild,25,12.5
Farm3,ELS,Two,16/06/2015,Andrena bicolor,0.5,Tripleurospermum inodorum,Oenanthe crocata,Wild,50,25
Farm3,ELS,Two,16/06/2015,Andrena bicolor,0.5,Tripleurospermum inodorum,Silene dioica,Sown,15,7.5
Farm3,ELS,Two,16/06/2015,Andrena bicolor,0.5,Tripleurospermum inodorum,Sinapis arvensis,Wild,10,5
Farm3,ELS,Two,16/06/2015,Andrena chrysosceles,0.5,Oenanthe crocata,Oenanthe crocata,Wild,100,50
Farm3,ELS,Two,16/06/2015,Andrena chrysosceles,0.75,Oenanthe crocata,Oenanthe crocata,Wild,100,75
Farm3,ELS,Two,16/06/2015,Andrena chrysosceles,0.75,Oenanthe crocata,Oenanthe crocata,Wild,100,75
Farm3,ELS,Two,16/06/2015,Andrena chrysosceles,0.5,Oenanthe crocata,Oenanthe crocata,Wild,100,50
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.0625,Chaerophyllum temulum,Chaerophyllum temulum,Wild,100,6.25
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.5,Heracleum sphondylium,Heracleum sphondylium,Wild,5,2.5
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.125,Heracleum sphondylium,Heracleum sphondylium,Wild,100,12.5
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.75,Heracleum sphondylium,Heracleum sphondylium,Wild,80,60
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.0625,Tripleurospermum inodorum,Heracleum sphondylium,Wild,5,0.31
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.125,Heracleum sphondylium,Heracleum sphondylium,Wild,100,12.5
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.75,Oenanthe crocata,Oenanthe crocata,Wild,100,75
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.75,Oenanthe crocata,Oenanthe crocata,Wild,80,60
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.0625,Tripleurospermum inodorum,Sisymbrium officinale,Wild,15,0.94
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.75,Heracleum sphondylium,Stellaria graminea,Wild,20,15
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.75,Oenanthe crocata,Trifolium campestre,Wild,20,15
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.0625,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,80,5
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,0.5,Heracleum sphondylium,Veronica chamaedrys,Wild,95,47.5
Farm3,ELS,Two,16/06/2015,Andrena wilkella,0.5,vegetation,Trifolium repens,Wild,80,40
Farm3,ELS,Two,16/06/2015,Andrena wilkella,1,Trifolium repens,Trifolium repens,Wild,100,100
Farm3,ELS,Two,16/06/2015,Andrena wilkella,0.5,vegetation,Vicia sativa,Sown,20,10
Farm3,ELS,Two,16/06/2015,Halictus tumulorum,0.0625,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,6.25
Farm3,ELS,Two,16/06/2015,Lasioglossum leucozonium,0.75,Hypochaeris radicata,Hypochaeris radicata,Wild,100,75
Farm3,ELS,Two,16/06/2015,Lasioglossum leucozonium,0.75,Hypochaeris radicata,Hypochaeris radicata,Wild,100,75
Farm3,ELS,Two,16/06/2015,Lasioglossum leucozonium,0.125,Hypochaeris radicata,Hypochaeris radicata,Wild,70,8.75
Farm3,ELS,Two,16/06/2015,Lasioglossum leucozonium,0.5,Hypochaeris radicata,Hypochaeris radicata,Wild,100,50
Farm3,ELS,Two,16/06/2015,Lasioglossum leucozonium,0.125,Hypochaeris radicata,Ranunculus repens,Wild,30,3.75
Farm3,ELS,Two,16/06/2015,Lasioglossum malachurum,0.25,Tripleurospermum inodorum,Ranunculus repens,Wild,40,10
Farm3,ELS,Two,16/06/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Rubus fruticosus agg.,Wild,20,20
Farm3,ELS,Two,16/06/2015,Lasioglossum malachurum,0.25,Tripleurospermum inodorum,Rubus fruticosus agg.,Wild,50,12.5
Farm3,ELS,Two,16/06/2015,Lasioglossum malachurum,0.5,Tripleurospermum inodorum,Stellaria graminea,Wild,25,12.5
Farm3,ELS,Two,16/06/2015,Lasioglossum malachurum,0.5,Tripleurospermum inodorum,Trifolium dubium,Wild,5,2.5
Farm3,ELS,Two,16/06/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,80,80
Farm3,ELS,Two,16/06/2015,Lasioglossum malachurum,0.25,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,50,12.5
Farm3,ELS,Two,16/06/2015,Lasioglossum malachurum,0.5,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,70,35
Farm3,ELS,Two,16/06/2015,Lasioglossum malachurum,0.25,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,60,15
Farm3,ELS,Two,16/06/2015,Lasioglossum morio,0.0625,Tripleurospermum inodorum,Trifolium dubium,Wild,10,0.63
Farm3,ELS,Two,16/06/2015,Lasioglossum morio,0.0625,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,90,5.63
Farm3,ELS,Two,16/06/2015,Lasioglossum parvulum,0.125,Rubus fruticosus agg.,Ranunculus repens,Wild,30,3.75
Farm3,ELS,Two,16/06/2015,Lasioglossum parvulum,0.125,Rubus fruticosus agg.,Rubus fruticosus agg.,Wild,70,8.75
Farm3,ELS,Two,16/06/2015,Lasioglossum pauxillum,0.5,Oenanthe crocata,Oenanthe crocata,Wild,5,2.5
Farm3,ELS,Two,16/06/2015,Lasioglossum pauxillum,0.5,Oenanthe crocata,Ranunculus repens,Wild,30,15
Farm3,ELS,Two,16/06/2015,Lasioglossum pauxillum,0.5,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,50
Farm3,ELS,Two,16/06/2015,Lasioglossum pauxillum,0.5,Oenanthe crocata,Tripleurospermum inodorum,Wild,65,32.5
Farm3,ELS,Two,16/06/2015,Lasioglossum pauxillum,0.0625,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,6.25
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,1,Hypochaeris radicata,Hypochaeris radicata,Wild,100,100
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,0.0625,Hypochaeris radicata,Hypochaeris radicata,Wild,100,6.25
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,0.0625,Hypochaeris radicata,Hypochaeris radicata,Wild,100,6.25
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,0.75,Hypochaeris radicata,Hypochaeris radicata,Wild,100,75
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,0.5,Hypochaeris radicata,Hypochaeris radicata,Wild,100,50
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,0.125,Hypochaeris radicata,Hypochaeris radicata,Wild,100,12.5
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,0.5,Hypochaeris radicata,Hypochaeris radicata,Wild,100,50
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,1,Hypochaeris radicata,Hypochaeris radicata,Wild,100,100
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,0.25,Hypochaeris radicata,Hypochaeris radicata,Wild,100,25
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,0.25,Hypochaeris radicata,Hypochaeris radicata,Wild,100,25
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,0.0625,Hypochaeris radicata,Hypochaeris radicata,Wild,100,6.25
Farm3,ELS,Three,28/06/2015,Andrena semilaevis,0.75,Heracleum sphondylium,Heracleum sphondylium,Wild,100,75
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,0.75,Tripleurospermum inodorum,Castanea sativa,Wild,65,48.75
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,0.75,Tripleurospermum inodorum,Heracleum sphondylium,Wild,10,7.5
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,0.75,Tripleurospermum inodorum,Heracleum sphondylium,Wild,2,1.5
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Sambucus nigra,Wild,40,40
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,0.75,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,75
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,100
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,0.75,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,25,18.75
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,0.5,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,50
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,0.75,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,75
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,100
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,0.75,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,98,73.5
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,100
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,60,60
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,100
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,0.5,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,50
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,100
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,100
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,0.25,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,25
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,0.5,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,50
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,100
Farm3,ELS,Three,28/06/2015,Lasioglossum pauxillum,0.5,Heracleum sphondylium,Trifolium campestre,Wild,100,50
Farm3,ELS,Four,9/8/2015,Andrena flavipes,0.5,Pulicharia dysenterica,Centaurea nigra,Sown,65,32.5
Farm3,ELS,Four,9/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Centaurea nigra,Sown,10,10
Farm3,ELS,Four,9/8/2015,Andrena flavipes,0.5,Pulicharia dysenterica,Pulicharia dysenterica,Wild,30,15
Farm3,ELS,Four,9/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Pulicharia dysenterica,Wild,80,80
Farm3,ELS,Four,9/8/2015,Andrena flavipes,0.25,Pulicharia dysenterica,Pulicharia dysenterica,Wild,100,25
Farm3,ELS,Four,9/8/2015,Andrena flavipes,1,Pulicharia dysenterica,Rubus fruticosus agg.,Wild,10,10
Farm3,ELS,Four,9/8/2015,Andrena flavipes,0.5,Pulicharia dysenterica,Sonchus arvensis,Wild,5,2.5
Farm3,ELS,Four,9/8/2015,Halictus tumulorum,0.25,Pulicharia dysenterica,Pulicharia dysenterica,Wild,100,25
Farm3,ELS,Four,9/8/2015,Lasioglossum malachurum,0.75,Pulicharia dysenterica,Centaurea nigra,Sown,25,18.75
Farm3,ELS,Four,9/8/2015,Lasioglossum malachurum,1,Pulicharia dysenterica,Pulicharia dysenterica,Wild,98,98
Farm3,ELS,Four,9/8/2015,Lasioglossum malachurum,0.75,Pulicharia dysenterica,Pulicharia dysenterica,Wild,75,56.25
Farm3,ELS,Four,9/8/2015,Lasioglossum malachurum,1,Pulicharia dysenterica,Sonchus arvensis,Wild,2,2
Farm3,ELS,Four,9/8/2015,Lasioglossum pauxillum,1,Pulicharia dysenterica,Centaurea nigra,Sown,40,40
Farm3,ELS,Four,9/8/2015,Lasioglossum pauxillum,0.5,Centaurea nigra,Centaurea nigra,Sown,80,40
Farm3,ELS,Four,9/8/2015,Lasioglossum pauxillum,1,Pulicharia dysenterica,Pulicharia dysenterica,Wild,60,60
Farm3,ELS,Four,9/8/2015,Lasioglossum pauxillum,0.0625,Pulicharia dysenterica,Pulicharia dysenterica,Wild,100,6.25
Farm3,ELS,Four,9/8/2015,Lasioglossum pauxillum,0.5,Centaurea nigra,Pulicharia dysenterica,Wild,20,10
Farm3,ELS,Four,9/8/2015,Lasioglossum pauxillum,0.25,Pulicharia dysenterica,Pulicharia dysenterica,Wild,100,25
Farm4,HLS,One,22/04/2015,Andrena dorsata,0.75,vegetation,Brassica-type,Crop,100,75
Farm4,HLS,One,22/04/2015,Andrena haemorrhoa,0.25,Taraxacum agg.,Taraxacum agg.,Wild,100,25
Farm4,HLS,One,22/04/2015,Andrena helvola,0.25,Taraxacum agg.,Bellis perennis,Wild,5,1.25
Farm4,HLS,One,22/04/2015,Andrena helvola,0.25,Taraxacum agg.,Euphorbia amygdaloides,Wild,50,12.5
Farm4,HLS,One,22/04/2015,Andrena helvola,0.25,Taraxacum agg.,Hyacinthoides non-scripta,Wild,5,1.25
Farm4,HLS,One,22/04/2015,Andrena helvola,0.25,Taraxacum agg.,Taraxacum agg.,Wild,40,10
Farm4,HLS,One,22/04/2015,Andrena minutula,0.125,vegetation,Brassica-type,Crop,100,12.5
