Farm,Type,Round,Date,Species,Load,Netted on,Plant pollen,Status,Proportion,Weight
Farm13,HLS,Two,10/6/2015,Lasioglossum pauxillum,0.25,Heracleum sphondylium,Heracleum sphondylium,Wild,50,12.5
Farm13,HLS,Two,10/6/2015,Lasioglossum pauxillum,0.75,Leucanthemum vulgare,Leucanthemum vulgare,Sown,60,45
Farm13,HLS,Two,10/6/2015,Lasioglossum pauxillum,0.25,Heracleum sphondylium,Leucanthemum vulgare,Sown,50,12.5
Farm13,HLS,Two,10/6/2015,Lasioglossum pauxillum,0.75,Leucanthemum vulgare,Leucanthemum vulgare,Sown,100,75
Farm13,HLS,Two,10/6/2015,Lasioglossum pauxillum,0.125,Leucanthemum vulgare,Leucanthemum vulgare,Sown,100,12.5
Farm13,HLS,Two,10/6/2015,Lasioglossum pauxillum,0.75,Leucanthemum vulgare,Medicago lupulina,Sown,5,3.75
Farm13,HLS,Two,10/6/2015,Lasioglossum pauxillum,0.75,Leucanthemum vulgare,Veronica persica,Wild,35,26.25
Farm13,HLS,Two,10/6/2015,Lasioglossum xanthopus,0.5,Leucanthemum vulgare,Leucanthemum vulgare,Sown,100,50
Farm13,HLS,Three,3/7/2015,Andrena semilaevis,1,Daucus carota,Daucus carota,Sown,100,100
Farm13,HLS,Three,3/7/2015,Andrena subopaca,1,Heracleum sphondylium,Heracleum sphondylium,Wild,100,100
Farm13,HLS,Three,3/7/2015,Hylaeus cornutus,0.0625,Daucus carota,Daucus carota,Sown,100,6.25
Farm13,HLS,Three,3/7/2015,Lasioglossum calceatum,0.0625,Lotus corniculatus,Ilex aquifolium,Wild,80,5
Farm13,HLS,Three,3/7/2015,Lasioglossum calceatum,0.5,Phacelia tanacetifolia,Phacelia tanacetifolia,Sown,75,37.5
Farm13,HLS,Three,3/7/2015,Lasioglossum calceatum,0.5,Phacelia tanacetifolia,Tilia spp,Wild,20,10
Farm13,HLS,Three,3/7/2015,Lasioglossum calceatum,0.0625,Lotus corniculatus,Tripleurospermum inodorum,Wild,20,1.25
Farm13,HLS,Three,3/7/2015,Lasioglossum calceatum,0.5,Phacelia tanacetifolia,Veronica persica,Wild,5,2.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Bryonia dioica,Wild,10,10
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Centaurea nigra,Sown,2,2
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Centaurea nigra,Sown,20,10
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Centaurea nigra,Sown,5,5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Centaurea nigra,Centaurea nigra,Sown,50,50
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Centaurea nigra,Centaurea nigra,Sown,35,26.25
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Centaurea nigra,Centaurea nigra,Sown,95,71.25
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Centaurea nigra,Sown,95,71.25
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Centaurea nigra,Sown,70,35
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Centaurea nigra,Sown,65,32.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Centaurea nigra,Sown,10,5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Centaurea nigra,Sown,75,37.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Centaurea nigra,Sown,40,20
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Centaurea nigra,Sown,20,15
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Centaurea nigra,Centaurea nigra,Sown,100,75
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Heracleum sphondylium,Heracleum sphondylium,Wild,2,2
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Heracleum sphondylium,Heracleum sphondylium,Wild,95,47.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Heracleum sphondylium,Heracleum sphondylium,Wild,90,90
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.25,Heracleum sphondylium,Heracleum sphondylium,Wild,100,25
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Centaurea nigra,Heracleum sphondylium,Wild,10,7.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Heracleum sphondylium,Wild,2,1
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Leucanthemum vulgare,Heracleum sphondylium,Wild,25,25
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Heracleum sphondylium,Wild,10,7.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Leucanthemum vulgare,Sown,20,15
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,90,90
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Leucanthemum vulgare,Leucanthemum vulgare,Sown,70,52.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Heracleum sphondylium,Leucanthemum vulgare,Sown,30,30
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,98,98
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.125,nests,Leucanthemum vulgare,Sown,80,10
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,85,85
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,nests,Leucanthemum vulgare,Sown,20,10
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Heracleum sphondylium,Leucanthemum vulgare,Sown,5,2.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.25,Medicago lupulina,Leucanthemum vulgare,Sown,40,10
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,80,80
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Leucanthemum vulgare,Leucanthemum vulgare,Sown,65,65
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Leucanthemum vulgare,Leucanthemum vulgare,Sown,75,37.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Centaurea nigra,Leucanthemum vulgare,Sown,30,22.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Leucanthemum vulgare,Leucanthemum vulgare,Sown,85,42.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Leucanthemum vulgare,Leucanthemum vulgare,Sown,70,70
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Leucanthemum vulgare,Sown,25,12.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Leucanthemum vulgare,Sown,15,15
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Leucanthemum vulgare,Sown,60,30
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Leucanthemum vulgare,Sown,40,30
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Leucanthemum vulgare,Sown,8,6
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Medicago lupulina,Sown,6,6
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Medicago lupulina,Sown,2,2
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Leucanthemum vulgare,Medicago lupulina,Sown,25,25
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Medicago lupulina,Sown,90,67.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,nests,Melilotus officinalis,Sown,100,50
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Melilotus officinalis,Sown,45,45
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Leucanthemum vulgare,Melilotus officinalis,Sown,10,5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Melilotus officinalis,Sown,5,2.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Melilotus officinalis,Sown,2,1.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Phacelia tanacetifolia,Phacelia tanacetifolia,Sown,100,75
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Heracleum sphondylium,Phacelia tanacetifolia,Sown,10,10
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Phacelia tanacetifolia,Phacelia tanacetifolia,Sown,100,50
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Phacelia tanacetifolia,Sown,5,5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Phacelia tanacetifolia,Phacelia tanacetifolia,Sown,100,75
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Plantago spp,Sown,25,18.75
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Leucanthemum vulgare,Plantago spp,Sown,30,22.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Heracleum sphondylium,Plantago spp,Sown,2,2
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Medicago lupulina,Plantago spp,Sown,90,45
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Plantago spp,Sown,80,40
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.25,Medicago lupulina,Plantago spp,Sown,60,15
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Leucanthemum vulgare,Plantago spp,Sown,10,10
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Centaurea nigra,Plantago spp,Sown,50,50
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Leucanthemum vulgare,Plantago spp,Sown,15,7.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Centaurea nigra,Plantago spp,Sown,15,11.25
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Centaurea nigra,Plantago spp,Sown,5,3.75
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Plantago spp,Sown,5,3.75
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Leucanthemum vulgare,Plantago spp,Sown,5,2.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Plantago spp,Sown,30,15
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Plantago spp,Sown,8,4
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Tripleurospermum inodorum,Plantago spp,Sown,50,37.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Plantago spp,Sown,40,30
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Rubus fruticosus agg.,Wild,55,55
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,nests,Rubus fruticosus agg.,Wild,10,5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Rubus fruticosus agg.,Wild,10,10
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Leucanthemum vulgare,Rubus fruticosus agg.,Wild,5,5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Rubus fruticosus agg.,Wild,85,85
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Heracleum sphondylium,Sambucus nigra,Wild,66,66
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sambucus nigra,Wild,90,90
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Phacelia tanacetifolia,Sambucus nigra,Wild,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.125,nests,Sambucus nigra,Wild,20,2.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sisymbrium officinale,Wild,5,5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sonchus arvensis,Wild,45,45
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Sonchus arvensis,Wild,15,11.25
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sonchus arvensis,Wild,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sonchus arvensis,Wild,2,2
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,nests,Sonchus arvensis,Wild,70,35
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Medicago lupulina,Sonchus arvensis,Wild,10,5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sonchus arvensis,Wild,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sonchus arvensis,Wild,10,10
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sonchus arvensis,Wild,45,45
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Leucanthemum vulgare,Sonchus arvensis,Wild,10,5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Centaurea nigra,Sonchus arvensis,Wild,10,7.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sonchus arvensis,Wild,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Sonchus arvensis,Wild,28,14
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Sonchus arvensis,Wild,80,40
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sonchus arvensis,Wild,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sonchus arvensis,Wild,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sonchus arvensis,Wild,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sonchus arvensis,Wild,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Sonchus arvensis,Wild,90,67.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Sonchus arvensis,Wild,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Centaurea nigra,Tilia spp,Wild,2,1
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,100
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,50,37.5
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.5,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,50
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,0.75,nests,Veronica persica,Wild,40,30
Farm13,HLS,Three,3/7/2015,Lasioglossum malachurum,1,nests,Veronica persica,Wild,10,10
Farm13,HLS,Three,3/7/2015,Lasioglossum pauxillum,0.25,nests,Convolvulus arvensis,Wild,50,12.5
Farm13,HLS,Three,3/7/2015,Lasioglossum pauxillum,0.5,Heracleum sphondylium,Heracleum sphondylium,Wild,100,50
Farm13,HLS,Three,3/7/2015,Lasioglossum pauxillum,0.5,Leucanthemum vulgare,Leucanthemum vulgare,Sown,40,20
Farm13,HLS,Three,3/7/2015,Lasioglossum pauxillum,0.5,Leucanthemum vulgare,Plantago spp,Sown,30,15
Farm13,HLS,Three,3/7/2015,Lasioglossum pauxillum,0.5,Leucanthemum vulgare,Rubus fruticosus agg.,Wild,30,15
Farm13,HLS,Three,3/7/2015,Lasioglossum pauxillum,0.75,nests,Rubus fruticosus agg.,Wild,100,75
Farm13,HLS,Three,3/7/2015,Lasioglossum pauxillum,0.25,nests,Tilia spp,Wild,50,12.5
Farm13,HLS,Three,3/7/2015,Lasioglossum pauxillum,0.5,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,50
Farm13,HLS,Three,3/7/2015,Lasioglossum pauxillum,0.5,nests,Veronica persica,Wild,100,50
Farm13,HLS,Four,31/07/2015,Andrena minutula,1,Daucus carota,Daucus carota,Sown,100,100
Farm13,HLS,Four,31/07/2015,Andrena minutula,0.5,Daucus carota,Daucus carota,Sown,60,30
Farm13,HLS,Four,31/07/2015,Andrena minutula,0.5,Daucus carota,Rubus fruticosus agg.,Wild,40,20
Farm13,HLS,Four,31/07/2015,Lasioglossum malachurum,0.5,Senecio jacobea,Phacelia tanacetifolia,Sown,5,2.5
Farm13,HLS,Four,31/07/2015,Lasioglossum malachurum,1,Senecio jacobea,Senecio jacobea,Wild,100,100
Farm13,HLS,Four,31/07/2015,Lasioglossum malachurum,1,Senecio jacobea,Senecio jacobea,Wild,100,100
Farm13,HLS,Four,31/07/2015,Lasioglossum malachurum,0.5,Senecio jacobea,Senecio jacobea,Wild,95,47.5
Farm13,HLS,Four,31/07/2015,Lasioglossum malachurum,0.5,Senecio jacobea,Senecio jacobea,Wild,100,50
Farm13,HLS,Four,31/07/2015,Lasioglossum malachurum,0.75,Senecio jacobea,Senecio jacobea,Wild,100,75
Farm13,HLS,Four,31/07/2015,Lasioglossum malachurum,0.25,Senecio jacobea,Senecio jacobea,Wild,100,25
Farm13,HLS,Four,31/07/2015,Lasioglossum pauxillum,0.5,Daucus carota,Daucus carota,Sown,75,37.5
Farm13,HLS,Four,31/07/2015,Lasioglossum pauxillum,0.5,Daucus carota,Senecio jacobea,Wild,25,12.5
Farm13,HLS,Four,31/07/2015,Lasioglossum pauxillum,1,Senecio jacobea,Senecio jacobea,Wild,100,100
Farm13,HLS,Four,31/07/2015,Lasioglossum pauxillum,1,Senecio jacobea,Senecio jacobea,Wild,100,100
Farm13,HLS,Four,31/07/2015,Lasioglossum pauxillum,1,Senecio jacobea,Senecio jacobea,Wild,100,100
Farm13,HLS,Four,31/07/2015,Lasioglossum pauxillum,1,Senecio jacobea,Senecio jacobea,Wild,100,100
Farm13,HLS,Four,31/07/2015,Lasioglossum pauxillum,0.25,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,25
Farm14,ELS,One,30/04/2015,Andrena haemorrhoa,0.125,Taraxacum agg.,Taraxacum agg.,Wild,100,12.5
Farm14,ELS,One,30/04/2015,Andrena haemorrhoa,0.25,Taraxacum agg.,Taraxacum agg.,Wild,100,25
Farm14,ELS,One,30/04/2015,Andrena haemorrhoa,0.25,Taraxacum agg.,Taraxacum agg.,Wild,100,25
Farm14,ELS,One,30/04/2015,Andrena haemorrhoa,0.25,Taraxacum agg.,Taraxacum agg.,Wild,100,25
Farm14,ELS,One,30/04/2015,Andrena nitida,0.75,Brassica-type,Brassica-type,Crop,100,75
Farm14,ELS,One,30/04/2015,Lasioglossum malachurum,0.125,Taraxacum agg.,Taraxacum agg.,Wild,100,12.5
Farm14,ELS,One,30/04/2015,Lasioglossum malachurum,0.125,Taraxacum agg.,Taraxacum agg.,Wild,100,12.5
Farm14,ELS,One,30/04/2015,Lasioglossum parvulum,0.125,Taraxacum agg.,Taraxacum agg.,Wild,100,12.5
Farm14,ELS,Two,8/6/2015,Andrena chrysosceles,0.75,Chaerophyllum temulum,Anthriscus sylvestris,Wild,45,33.75
Farm14,ELS,Two,8/6/2015,Andrena chrysosceles,0.75,Chaerophyllum temulum,Chaerophyllum temulum,Wild,5,3.75
Farm14,ELS,Two,8/6/2015,Andrena chrysosceles,0.75,Chaerophyllum temulum,Sinapis arvensis,Wild,50,37.5
Farm14,ELS,Two,8/6/2015,Halictus tumulorum,1,Ranunculus acris,Bellis perennis,Wild,5,5
Farm14,ELS,Two,8/6/2015,Halictus tumulorum,1,Ranunculus acris,Geranium spp,Wild,2,2
Farm14,ELS,Two,8/6/2015,Halictus tumulorum,1,Trifolium pratense,Ranunculus acris,Sown,60,60
Farm14,ELS,Two,8/6/2015,Halictus tumulorum,1,Ranunculus acris,Ranunculus acris,Sown,83,83
Farm14,ELS,Two,8/6/2015,Halictus tumulorum,1,Trifolium pratense,Trifolium pratense,Sown,40,40
Farm14,ELS,Two,8/6/2015,Halictus tumulorum,1,Ranunculus acris,Trifolium pratense,Sown,10,10
Farm14,ELS,Two,8/6/2015,Lasioglossum albipes,0.5,Ranunculus acris,Ranunculus acris,Sown,100,50
Farm14,ELS,Two,8/6/2015,Lasioglossum leucopus,0.0625,Crepis vesicaria,Ranunculus acris,Sown,100,6.25
Farm14,ELS,Two,8/6/2015,Lasioglossum malachurum,0.5,Ranunculus acris,Bellis perennis,Wild,5,2.5
Farm14,ELS,Two,8/6/2015,Lasioglossum malachurum,0.5,Ranunculus acris,Ranunculus acris,Sown,35,17.5
Farm14,ELS,Two,8/6/2015,Lasioglossum malachurum,0.5,Ranunculus acris,Sinapis arvensis,Wild,45,22.5
Farm14,ELS,Two,8/6/2015,Lasioglossum malachurum,0.5,Ranunculus acris,Veronica persica,Wild,15,7.5
Farm14,ELS,Two,8/6/2015,Lasioglossum villosulum,0.5,Crepis vesicaria,Crepis vesicaria,Wild,100,50
Farm14,ELS,Two,8/6/2015,Lasioglossum villosulum,1,Leontodon hispidus,Crepis vesicaria,Wild,40,40
Farm14,ELS,Two,8/6/2015,Lasioglossum villosulum,1,Leontodon hispidus,Leontodon hispidus,Sown,100,100
Farm14,ELS,Two,8/6/2015,Lasioglossum villosulum,1,Leontodon hispidus,Leontodon hispidus,Sown,100,100
Farm14,ELS,Two,8/6/2015,Lasioglossum villosulum,1,Leontodon hispidus,Leontodon hispidus,Sown,60,60
Farm14,ELS,Two,8/6/2015,Lasioglossum villosulum,0.25,Leontodon hispidus,Leontodon hispidus,Sown,100,25
Farm14,ELS,Two,8/6/2015,Lasioglossum villosulum,1,Leontodon hispidus,Leontodon hispidus,Sown,100,100
Farm14,ELS,Three,1/7/2015,Halictus tumulorum,0.5,Medicago lupulina,Medicago lupulina,Sown,60,30
Farm14,ELS,Three,1/7/2015,Halictus tumulorum,0.5,Medicago lupulina,Ranunculus acris,Sown,40,20
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,1,nests,Bellis perennis,Wild,20,20
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,0.5,nests,Bellis perennis,Wild,10,5
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,0.5,nests,Bryonia dioica,Wild,5,2.5
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,1,nests,Chamerion angustifolium,Wild,100,100
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,1,nests,Chamerion angustifolium,Wild,100,100
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,0.5,nests,Chamerion angustifolium,Wild,75,37.5
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,0.5,nests,Medicago lupulina,Sown,5,2.5
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,1,nests,Melilotus officinalis,Sown,80,80
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,0.5,nests,Melilotus officinalis,Sown,80,40
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,1,nests,Melilotus officinalis,Sown,40,40
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,0.75,Tripleurospermum inodorum,Melilotus officinalis,Sown,10,7.5
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,0.5,nests,Plantago spp,Sown,60,30
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,0.5,nests,Ranunculus repens,Wild,10,5
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,1,nests,Ranunculus repens,Wild,40,40
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,0.5,nests,Ranunculus repens,Wild,40,20
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,0.5,nests,Ranunculus repens,Wild,15,7.5
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,1,nests,Sambucus nigra,Wild,95,95
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,1,nests,Trifolium repens,Wild,5,5
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,1,nests,Tripleurospermum inodorum,Wild,20,20
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,0.75,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,90,67.5
Farm14,ELS,Three,1/7/2015,Lasioglossum malachurum,0.5,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,50
Farm14,ELS,Three,1/7/2015,Lasioglossum villosulum,0.75,Leontodon hispidus,Leontodon hispidus,Sown,100,75
Farm14,ELS,Three,1/7/2015,Lasioglossum villosulum,0.125,Leontodon hispidus,Leontodon hispidus,Sown,100,12.5
Farm14,ELS,Four,29/07/2015,Andrena bicolor,1,Campanula trachelium,Campanula trachelium,Wild,100,100
Farm14,ELS,Four,29/07/2015,Andrena dorsata,0.5,Helminthotheca echioides,Helminthotheca echioides,Wild,2,1
Farm14,ELS,Four,29/07/2015,Andrena dorsata,0.5,Helminthotheca echioides,Heracleum sphondylium,Wild,96,48
Farm14,ELS,Four,29/07/2015,Andrena dorsata,1,Rubus fruticosus agg.,Rubus fruticosus agg.,Wild,100,100
Farm14,ELS,Four,29/07/2015,Andrena dorsata,1,Rubus fruticosus agg.,Rubus fruticosus agg.,Wild,100,100
Farm14,ELS,Four,29/07/2015,Andrena dorsata,0.5,Helminthotheca echioides,Senecio jacobea,Wild,2,1
Farm14,ELS,Four,29/07/2015,Andrena flavipes,0.25,Senecio jacobea,Senecio jacobea,Wild,100,25
Farm14,ELS,Four,29/07/2015,Andrena minutula,0.0625,Heracleum sphondylium,Heracleum sphondylium,Wild,100,6.25
Farm14,ELS,Four,29/07/2015,Lasioglossum calceatum,1,Heracleum sphondylium,Heracleum sphondylium,Wild,60,60
Farm14,ELS,Four,29/07/2015,Lasioglossum calceatum,1,Heracleum sphondylium,Rubus fruticosus agg.,Wild,40,40
Farm14,ELS,Four,29/07/2015,Lasioglossum leucozonium,0.75,Leontodon hispidus,Leontodon hispidus,Sown,100,75
Farm14,ELS,Four,29/07/2015,Lasioglossum malachurum,1,Heracleum sphondylium,Heracleum sphondylium,Wild,5,5
Farm14,ELS,Four,29/07/2015,Lasioglossum malachurum,1,Heracleum sphondylium,Senecio jacobea,Wild,95,95
Farm14,ELS,Four,29/07/2015,Lasioglossum pauxillum,0.5,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,50
Farm14,ELS,Four,29/07/2015,Lasioglossum pauxillum,0.5,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,50
Farm14,ELS,Four,29/07/2015,Lasioglossum pauxillum,0.25,Tripleurospermum inodorum,Tripleurospermum inodorum,Wild,100,25
Farm14,ELS,Four,29/07/2015,Melitta tricincta,1,Odontites verna,Odontites verna,Wild,100,100
