Farm,Type,Round,Date,Species,Number,Caste,Visiting,Status,Purpose,Family
Farm14,ELS,Two,8/6/2015,Lasioglossum villosulum,5,Female,Leontodon hispidus,Sown,Nectar,Asteraceae
Farm14,ELS,Two,8/6/2015,Lasioglossum villosulum,5,Female,Leontodon hispidus,Sown,Pollen,Asteraceae
Farm14,ELS,Two,8/6/2015,Megachile willughbiella,1,Female,Ranunculus repens,Wild,Nectar,Ranunculaceae
Farm15,HLS,Three,1/7/2013,Andrena haemorrhoa,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm15,HLS,Three,1/7/2013,Lasioglossum pauxillum,15,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Three,1/7/2013,Lasioglossum pauxillum,1,Female,Ranunculus repens,Wild,Nectar,Ranunculaceae
Farm15,HLS,Two,2/6/2013,Lasioglossum villosulum,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Four,3/8/2014,Lasioglossum calceatum,1,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm15,HLS,Four,3/8/2014,Lasioglossum calceatum,1,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm15,HLS,Four,3/8/2014,Lasioglossum leucozonium,1,Male,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm15,HLS,Four,3/8/2014,Lasioglossum leucozonium,1,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm15,HLS,Four,3/8/2014,Lasioglossum malachurum,3,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm15,HLS,Four,3/8/2014,Lasioglossum morio,1,Male,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm15,HLS,Four,3/8/2014,Lasioglossum pauxillum,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm15,HLS,Three,22/06/2014,Andrena labialis,4,Female,Genista tinctoria,Wild,Pollen,Fabaceae
Farm15,HLS,Three,22/06/2014,Halictus rubicundus,1,Female,Genista tinctoria,Wild,Pollen,Fabaceae
Farm15,HLS,Three,22/06/2014,Lasioglossum malachurum,3,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm15,HLS,Three,22/06/2014,Lasioglossum malachurum,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm15,HLS,Three,22/06/2014,Lasioglossum malachurum,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm15,HLS,Three,22/06/2014,Lasioglossum malachurum,1,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm15,HLS,Three,22/06/2014,Lasioglossum pauxillum,1,Female,Hypericum pulchrum,Wild,Nectar,Hypericaceae
Farm15,HLS,Three,22/06/2014,Lasioglossum pauxillum,2,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm15,HLS,Three,22/06/2014,Lasioglossum puncticolle,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Three,22/06/2014,Lasioglossum zonulum,1,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm15,HLS,Three,22/06/2014,Lasioglossum zonulum,2,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm15,HLS,Three,22/06/2014,Lasioglossum zonulum,1,Female,Rosa arvensis,Wild,Pollen,Rosaceae
Farm15,HLS,Two,16/05/2014,Lasioglossum puncticolle,2,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Two,16/05/2014,Lasioglossum puncticolle,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,Two,16/05/2014,Nomada fabriciana,1,Female,Ranunculus repens,Wild,Nectar,Ranunculaceae
Farm15,HLS,Two,16/05/2014,Nomada flavoguttata,1,Female,Veronica chamaedrys,Wild,Nectar,Veroniaceae
Farm15,HLS,Two,16/05/2014,Nomada goodeniana,1,Female,Ranunculus repens,Wild,Nectar,Ranunculaceae
Farm15,HLS,Four,8/8/2015,Andrena dorsata,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Four,8/8/2015,Andrena dorsata,1,Female,Rubus fruticosus agg.,Wild,Pollen,Rosaceae
Farm15,HLS,Four,8/8/2015,Andrena flavipes,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm15,HLS,Four,8/8/2015,Andrena flavipes,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm15,HLS,Four,8/8/2015,Andrena flavipes,5,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm15,HLS,Four,8/8/2015,Andrena flavipes,1,Female,Senecio jacobea,Wild,Nectar,Asteraceae
Farm15,HLS,Four,8/8/2015,Andrena minutula,3,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm15,HLS,Four,8/8/2015,Halictus rubicundus,1,Male,Tripleurospermum inodorum,Wild,Nectar,Asteraceae
Farm15,HLS,Four,8/8/2015,Halictus tumulorum,1,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm15,HLS,Four,8/8/2015,Hylaeus confusus,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm15,HLS,Four,8/8/2015,Lasioglossum leucopus,1,Male,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm15,HLS,Four,8/8/2015,Lasioglossum leucozonium,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Four,8/8/2015,Lasioglossum minutissimum,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Four,8/8/2015,Lasioglossum pauxillum,1,Female,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena carantonica,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena dorsata,2,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena dorsata,2,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena flavipes,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena flavipes,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena haemorrhoa,7,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena haemorrhoa,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena haemorrhoa,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena haemorrhoa,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena minutula,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena nigroaenea,4,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena nigroaenea,3,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena nigroaenea,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena nitida,2,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena nitida,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Andrena nitida,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm15,HLS,One,25/04/2015,Lasioglossum calceatum,1,Female,Ranunculus ficaria,Wild,Nectar,Ranunculaceae
Farm15,HLS,One,25/04/2015,Lasioglossum calceatum,3,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Lasioglossum calceatum,8,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm15,HLS,One,25/04/2015,Lasioglossum malachurum,1,Female,Bellis perennis,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Lasioglossum malachurum,3,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Lasioglossum malachurum,6,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm15,HLS,One,25/04/2015,Lasioglossum malachurum,7,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Lasioglossum malachurum,23,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm15,HLS,One,25/04/2015,Lasioglossum pauxillum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm15,HLS,One,25/04/2015,Osmia bicornis,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,One,25/04/2015,Sphecodes monilicornis,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm15,HLS,Three,25/06/2015,Andrena labialis,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm15,HLS,Three,25/06/2015,Andrena labiata,2,Female,Raphanus raphanistrum,Wild,Pollen,Brassicaceae
Farm15,HLS,Three,25/06/2015,Andrena nigroaenea,1,Female,Galium aparine,Wild,Nectar,Rubiaceae
Farm15,HLS,Three,25/06/2015,Andrena nigroaenea,1,Female,Tripleurospermum inodorum,Wild,Nectar,Asteraceae
Farm15,HLS,Three,25/06/2015,Andrena nigroaenea,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm15,HLS,Three,25/06/2015,Andrena semilaevis,2,Female,Oenanthe crocata,Wild,Pollen,Apiaceae
Farm15,HLS,Three,25/06/2015,Halictus tumulorum,1,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm15,HLS,Three,25/06/2015,Hylaeus brevicornis,1,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm15,HLS,Three,25/06/2015,Hylaeus brevicornis,1,Female,Tripleurospermum inodorum,Wild,Nectar,Asteraceae
Farm15,HLS,Three,25/06/2015,Hylaeus dilatatus,1,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm15,HLS,Three,25/06/2015,Lasioglossum calceatum,1,Female,Ranunculus repens,Wild,Pollen,Ranunculaceae
Farm15,HLS,Three,25/06/2015,Lasioglossum laevigatum,1,Female,Ranunculus repens,Wild,Pollen,Ranunculaceae
Farm15,HLS,Three,25/06/2015,Lasioglossum leucozonium,5,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Three,25/06/2015,Lasioglossum malachurum,1,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm15,HLS,Three,25/06/2015,Lasioglossum malachurum,1,Worker,Raphanus raphanistrum,Wild,Pollen,Brassicaceae
Farm15,HLS,Three,25/06/2015,Lasioglossum malachurum,7,Worker,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm15,HLS,Three,25/06/2015,Lasioglossum minutissimum,1,Female,Tripleurospermum inodorum,Wild,Nectar,Asteraceae
Farm15,HLS,Three,25/06/2015,Lasioglossum pauxillum,1,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm15,HLS,Three,25/06/2015,Lasioglossum pauxillum,5,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm15,HLS,Three,25/06/2015,Lasioglossum puncticolle,3,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm15,HLS,Three,25/06/2015,Lasioglossum villosulum,3,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm15,HLS,Three,25/06/2015,Lasioglossum villosulum,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Three,25/06/2015,Lasioglossum villosulum,1,Female,Tripleurospermum inodorum,Wild,Nectar,Asteraceae
Farm15,HLS,Three,25/06/2015,Lasioglossum zonulum,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm15,HLS,Three,25/06/2015,Lasioglossum zonulum,1,Female,Ranunculus repens,Wild,Pollen,Ranunculaceae
Farm15,HLS,Three,25/06/2015,Lasioglossum zonulum,2,Female,Rosa arvensis,Wild,Pollen,Rosaceae
Farm15,HLS,Three,25/06/2015,Lasioglossum zonulum,2,Female,Rubus fruticosus agg.,Wild,Nectar,Rosaceae
Farm15,HLS,Three,25/06/2015,Lasioglossum zonulum,1,Female,Silene dioica,Sown,Pollen,Caryophyllaceae
Farm15,HLS,Two,4/6/2015,Andrena chrysosceles,1,Female,Oenanthe crocata,Wild,Pollen,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena chrysosceles,2,Female,Oenanthe crocata,Wild,Pollen,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena cineraria,1,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena dorsata,1,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena dorsata,1,Female,Oenanthe crocata,Wild,Pollen,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena dorsata,1,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena dorsata,1,Female,Raphanus raphanistrum,Wild,Pollen,Brassicaceae
Farm15,HLS,Two,4/6/2015,Andrena flavipes,1,Female,Trifolium pratense,Sown,Nectar,Fabaceae
Farm15,HLS,Two,4/6/2015,Andrena flavipes,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm15,HLS,Two,4/6/2015,Andrena haemorrhoa,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm15,HLS,Two,4/6/2015,Andrena haemorrhoa,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm15,HLS,Two,4/6/2015,Andrena haemorrhoa,5,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena haemorrhoa,1,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena labialis,1,Female,Stellaria graminea,Wild,Nectar,Caryophyllaceae
Farm15,HLS,Two,4/6/2015,Andrena labialis,1,Female,Trifolium pratense,Sown,Nectar,Fabaceae
Farm15,HLS,Two,4/6/2015,Andrena labiata,1,Female,Veronica chamaedrys,Wild,Nectar,Veroniaceae
Farm15,HLS,Two,4/6/2015,Andrena nigroaenea,6,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena nigroaenea,1,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena nitida,1,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena nitida,1,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena nitida,1,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena semilaevis,2,Female,Oenanthe crocata,Wild,Pollen,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena semilaevis,1,Female,Oenanthe crocata,Wild,Pollen,Apiaceae
Farm15,HLS,Two,4/6/2015,Andrena semilaevis,3,Female,Raphanus raphanistrum,Wild,Pollen,Brassicaceae
Farm15,HLS,Two,4/6/2015,Lasioglossum laevigatum,1,Female,Raphanus raphanistrum,Wild,Pollen,Brassicaceae
Farm15,HLS,Two,4/6/2015,Lasioglossum leucozonium,2,Female,Crepis vesicaria,Wild,Pollen,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum leucozonium,1,Female,Crepis vesicaria,Wild,Pollen,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum leucozonium,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum leucozonium,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum leucozonium,1,Female,Plantago lanceolata,Sown,Nectar,Plantagaceae
Farm15,HLS,Two,4/6/2015,Lasioglossum leucozonium,1,Female,Ranunculus repens,Wild,Pollen,Ranunculaceae
Farm15,HLS,Two,4/6/2015,Lasioglossum leucozonium,1,Female,Ranunculus repens,Wild,Pollen,Ranunculaceae
Farm15,HLS,Two,4/6/2015,Lasioglossum minutissimum,1,Female,Tripleurospermum inodorum,Wild,Nectar,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum morio,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum parvulum,2,Female,Oenanthe crocata,Wild,Pollen,Apiaceae
Farm15,HLS,Two,4/6/2015,Lasioglossum pauxillum,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum pauxillum,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum pauxillum,1,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum pauxillum,2,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm15,HLS,Two,4/6/2015,Lasioglossum pauxillum,2,Female,Ranunculus repens,Wild,Pollen,Ranunculaceae
Farm15,HLS,Two,4/6/2015,Lasioglossum pauxillum,1,Female,Stellaria graminea,Wild,Nectar,Caryophyllaceae
Farm15,HLS,Two,4/6/2015,Lasioglossum puncticolle,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum puncticolle,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum puncticolle,1,Female,Lapsana communis,Wild,Nectar,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum villosulum,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Two,4/6/2015,Lasioglossum villosulum,1,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm15,HLS,Two,4/6/2015,Osmia bicornis,1,Female,Ranunculus repens,Wild,Nectar,Ranunculaceae
Farm15,HLS,Two,4/6/2015,Osmia bicornis,1,Female,Ranunculus repens,Wild,Nectar,Ranunculaceae
Farm16,HLS,Four,4/8/2013,Andrena bicolor,1,Female,Picris hieraciodies,Wild,Nectar,Asteraceae
Farm16,HLS,Four,4/8/2013,Andrena dorsata,1,Female,Picris hieraciodies,Wild,Nectar,Asteraceae
Farm16,HLS,Four,4/8/2013,Hoplitis claviventris,1,Female,Picris hieraciodies,Wild,Nectar,Asteraceae
Farm16,HLS,Four,4/8/2013,Lasioglossum calceatum,3,Male,Picris hieraciodies,Wild,Nectar,Asteraceae
Farm16,HLS,Four,4/8/2013,Lasioglossum calceatum,1,Female,Picris hieraciodies,Wild,Nectar,Asteraceae
Farm16,HLS,Four,4/8/2013,Lasioglossum leucozonium,3,Female,Picris hieraciodies,Wild,Pollen,Asteraceae
Farm16,HLS,Four,4/8/2013,Lasioglossum malachurum,1,Female,Picris hieraciodies,Wild,Nectar,Asteraceae
Farm16,HLS,Four,4/8/2013,Lasioglossum malachurum,11,Female,Picris hieraciodies,Wild,Pollen,Asteraceae
Farm16,HLS,Three,7/7/2013,Andrena carantonica,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm16,HLS,Three,7/7/2013,Andrena cineraria,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm16,HLS,Three,7/7/2013,Andrena flavipes,1,Female,Trifolium repens,Wild,Pollen,Fabaceae
Farm16,HLS,Three,7/7/2013,Megachile centuncularis,1,Male,Cirsium arvense,Wild,Nectar,Asteraceae
Farm16,HLS,Two,25/05/2013,Andrena chrysosceles,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm16,HLS,Two,25/05/2013,Andrena nitida,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm16,HLS,Two,25/05/2013,Andrena nitida,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm16,HLS,Two,25/05/2013,Lasioglossum xanthopus,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm16,HLS,Two,25/05/2013,Nomada goodeniana,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm16,HLS,Two,25/05/2013,Nomada goodeniana,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm17,ELS,Four,6/8/2013,Andrena bicolor,1,Female,Bryonia dioica,Wild,Nectar,Cucurbitaceae
Farm17,ELS,Two,3/6/2013,Andrena dorsata,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm17,ELS,Four,15/08/2014,Halictus tumulorum,1,Male,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm17,ELS,Four,15/08/2014,Lasioglossum calceatum,1,Male,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm17,ELS,Four,15/08/2014,Lasioglossum lativentre,2,Male,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm17,ELS,Three,8/7/2014,Lasioglossum calceatum,1,Worker,Centaurea nigra,Sown,Nectar,Asteraceae
Farm17,ELS,Three,8/7/2014,Lasioglossum calceatum,2,Worker,Centaurea nigra,Sown,Nectar,Asteraceae
Farm17,ELS,Three,8/7/2014,Lasioglossum calceatum,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm17,ELS,Three,8/7/2014,Lasioglossum calceatum,1,Female,Convolvulus arvensis,Wild,Nectar,Convolvulaceae
Farm17,ELS,Three,8/7/2014,Lasioglossum calceatum,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm17,ELS,Three,8/7/2014,Lasioglossum malachurum,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm17,ELS,Three,8/7/2014,Lasioglossum malachurum,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm18,HLS,Four,9/8/2014,Lasioglossum villosulum,1,Female,Helminthotheca echioides,Wild,Pollen,Asteraceae
Farm18,HLS,Three,9/7/2014,Andrena semilaevis,2,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm18,HLS,Three,9/7/2014,Andrena subopaca,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm18,HLS,Three,9/7/2014,Andrena subopaca,1,Female,Trifolium repens,Wild,Nectar,Fabaceae
Farm18,HLS,Three,9/7/2014,Lasioglossum calceatum,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm18,HLS,Three,9/7/2014,Lasioglossum calceatum,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm18,HLS,Three,9/7/2014,Lasioglossum leucozonium,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm18,HLS,Three,9/7/2014,Lasioglossum malachurum,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm18,HLS,Three,9/7/2014,Lasioglossum villosulum,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm18,HLS,Two,25/05/2014,Andrena nitida,1,Female,Euphorbia amygdaloides,Wild,Nectar,Euphorbiaceae
Farm18,HLS,Two,25/05/2014,Andrena nitida,1,Female,Phacelia tanacetifolia,Sown,Nectar,Boraginaceae
Farm18,HLS,Two,25/05/2014,Osmia bicornis,1,Female,Phacelia tanacetifolia,Sown,Nectar,Boraginaceae
Farm19,ELS,Two,3/6/2013,Lasioglossum calceatum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm19,ELS,Three,3/7/2014,Andrena chrysosceles,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm19,ELS,Three,3/7/2014,Andrena semilaevis,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm19,ELS,Two,21/05/2014,Andrena cineraria,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm19,ELS,Two,21/05/2014,Andrena minutula,1,Male,Anthriscus sylvestris,Wild,Nectar,Apiaceae
Farm19,ELS,Two,21/05/2014,Andrena semilaevis,1,Male,Anthriscus sylvestris,Wild,Nectar,Apiaceae
Farm19,ELS,Two,21/05/2014,Nomada goodeniana,1,Female,Sinapis arvensis,Wild,Nectar,Brassicaceae
Farm2,HLS,Four,9/8/2013,Lasioglossum calceatum,1,Female,Knautia arvensis,Sown,Pollen,Dipsacaceae
Farm2,HLS,Three,27/06/2013,Megachile versicolor,1,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm2,HLS,Two,1/6/2013,Andrena nitida,1,Female,Ranunculus repens,Wild,Pollen,Ranunculaceae
Farm2,HLS,Two,1/6/2013,Lasioglossum pauxillum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm2,HLS,Four,4/8/2014,Andrena flavipes,2,Female,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm2,HLS,Four,4/8/2014,Andrena flavipes,1,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm2,HLS,Four,4/8/2014,Andrena flavipes,2,Female,Trifolium pratense,Sown,Pollen,Fabaceae
Farm2,HLS,Four,4/8/2014,Andrena minutula,1,Female,Daucus carota,Sown,Pollen,Apiaceae
Farm2,HLS,Four,4/8/2014,Lasioglossum calceatum,1,Male,Knautia arvensis,Sown,Nectar,Dipsacaceae
Farm2,HLS,Four,4/8/2014,Lasioglossum malachurum,1,Male,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm2,HLS,Four,4/8/2014,Lasioglossum malachurum,1,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm2,HLS,Four,4/8/2014,Lasioglossum villosulum,1,Female,Sonchus arvensis,Sown,Pollen,Asteraceae
Farm2,HLS,Three,23/06/2014,Andrena wilkella,1,Female,Lotus corniculatus,Sown,Pollen,Fabaceae
Farm2,HLS,Three,23/06/2014,Lasioglossum malachurum,3,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm2,HLS,Three,23/06/2014,Lasioglossum malachurum,6,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm2,HLS,Three,23/06/2014,Lasioglossum malachurum,5,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm2,HLS,Three,23/06/2014,Lasioglossum malachurum,5,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm2,HLS,Three,23/06/2014,Lasioglossum malachurum,2,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm2,HLS,Three,23/06/2014,Lasioglossum malachurum,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm2,HLS,Three,23/06/2014,Lasioglossum malachurum,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm2,HLS,Three,23/06/2014,Lasioglossum malachurum,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm2,HLS,Three,23/06/2014,Lasioglossum morio,1,Worker,Centaurea nigra,Sown,Nectar,Asteraceae
Farm2,HLS,Three,23/06/2014,Megachile centuncularis,1,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm2,HLS,Three,23/06/2014,Osmia leaiana,1,Female,Centaurea nigra,Sown,Nectar,Asteraceae
Farm2,HLS,Two,18/05/2014,Andrena haemorrhoa,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm2,HLS,Two,18/05/2014,Lasioglossum calceatum,1,Female,Ranunculus repens,Wild,Pollen,Ranunculaceae
Farm2,HLS,Four,7/8/2015,Andrena alfkenella,3,Female,Daucus carota,Sown,Pollen,Apiaceae
Farm2,HLS,Four,7/8/2015,Andrena alfkenella,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm2,HLS,Four,7/8/2015,Andrena flavipes,2,Female,Cirsium vulgare,Wild,Pollen,Asteraceae
